Size,aes11,aes12,aes14,rocca11,rocca13,rocca16
3986,18.88767818873331,13.676821708225438,10.555443411251384,9.214743379703153,5.792519091085659,3.538041865168387
3987,18.892126021372295,13.6799753695764,10.5577579201909,9.216412795142611,5.793505854525728,3.5385515854558767
3988,18.896573774460425,13.683128944457692,10.560072357260538,9.218082170144665,5.794492583961493,3.539061341701367
3989,18.901021447969374,13.68628243282795,10.562386722442964,9.219751504713887,5.795479279367644,3.5395711338948934
3990,18.905469041870823,13.689435834645808,10.564701015720853,9.221420798854858,5.796465940718869,3.5400809620264897
3991,18.909916556136462,13.692589149869901,10.567015237076882,9.22309005257215,5.797452567989858,3.5405908260861896
3992,18.914363990737968,13.69574237845887,10.569329386493722,9.22475926587034,5.798439161155301,3.5411007260640286
3993,18.91881134564702,13.698895520371352,10.571643463954047,9.226428438754006,5.799425720189888,3.5416106619500396
3994,18.9232586208353,13.702048575565977,10.57395746944053,9.228097571227725,5.800412245068307,3.542120633734257
3995,18.927705816274493,13.705201544001385,10.576271402935843,9.229766663296074,5.801398735765249,3.542630641406716
3996,18.93215293193628,13.708354425636214,10.578585264422664,9.231435714963627,5.802385192255403,3.54314068495745
3997,18.93659996779234,13.711507220429098,10.580899053883664,9.23310472623496,5.803371614513459,3.543650764376493
3998,18.94104692381436,13.714659928338675,10.583212771301518,9.234773697114651,5.804358002514106,3.54416087965388
3999,18.945493799974017,13.717812549323577,10.585526416658897,9.236442627607278,5.805344356232035,3.544671030779645
4000,18.949940596242993,13.720965083342449,10.587839989938479,9.238111517717414,5.806330675641933,3.5451812177438224
4001,18.95438731259297,13.72411753035392,10.590153491122932,9.239780367449638,5.807316960718491,3.5456914405364452
4002,18.958833948995633,13.727269890316629,10.592466920194935,9.241449176808526,5.808303211436399,3.546201699147549
4003,18.96328050542266,13.730422163189212,10.594780277137158,9.243117945798652,5.809289427770346,3.546711993567168
4004,18.967726981845736,13.733574348930306,10.597093561932276,9.244786674424596,5.810275609695021,3.547222323785335
4005,18.972173378236537,13.736726447498548,10.599406774562961,9.246455362690934,5.8112617571851155,3.5477326897920856
4006,18.97661969456675,13.739878458852573,10.60171991501189,9.24812401060224,5.812247870215317,3.548243091577454
4007,18.981065930808054,13.743030382951016,10.604032983261733,9.249792618163092,5.813233948760316,3.5487535291314733
4008,18.985512086932133,13.746182219752518,10.606345979295169,9.251461185378066,5.814219992794802,3.549264002444179
4009,18.989958162910668,13.74933396921571,10.608658903094865,9.253129712251738,5.815206002293466,3.5497745115056043
4010,18.99440415871534,13.752485631299233,10.610971754643499,9.254798198788684,5.816191977230994,3.5502850563057846
4011,18.99885007431783,13.75563720596172,10.613284533923743,9.256466644993482,5.817177917582078,3.550795636834753
4012,19.003295909689818,13.758788693161812,10.615597240918271,9.25813505087071,5.818163823321408,3.5513062530825446
4013,19.007741664802992,13.761940092858138,10.617909875609755,9.25980341642494,5.819149694423673,3.5518169050391926
4014,19.012187339629026,13.76509140500934,10.620222437980871,9.26147174166075,5.820135530863562,3.5523275926947315
4015,19.016632934139608,13.768242629574054,10.622534928014291,9.263140026582718,5.821121332615764,3.552838316039197
4016,19.02107844830642,13.771393766510917,10.624847345692693,9.26480827119542,5.82210709965497,3.553349075062621
4017,19.025523882101137,13.77454481577856,10.627159690998743,9.266476475503433,5.82309283195587,3.5538598697550396
4018,19.029969235495447,13.777695777335627,10.62947196391512,9.26814463951133,5.824078529493152,3.5543707001064857
4019,19.03441450846103,13.780846651140747,10.631784164424499,9.269812763223694,5.825064192241506,3.5548815661069946
4020,19.038859700969564,13.783997437152562,10.634096292509547,9.271480846645092,5.826049820175622,3.5553924677465996
4021,19.043304812992734,13.787148135329709,10.636408348152944,9.273148889780108,5.827035413270189,3.5559034050153357
